ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:2000181	negative regulation of blood vessel morphogenesis	12/621	85/13419	0.000516236495620008	0.0246359527631993	0.0225393080485321	SERPINF1/DCN/ISM1/SLC12A2/CREB3L1/SPARC/SEMA4A/ADAMTS9/KLF2/ROCK2/SPINK5/TIE1	12
GO:0048145	regulation of fibroblast proliferation	11/621	74/13419	0.00055982155729595	0.0264223471273198	0.0241736711785516	FGF10/ESR1/IFI30/CD74/FN1/SPHK1/NUPR1/IGF1/FTH1/WNT2/MIF	11
GO:1901343	negative regulation of vasculature development	12/621	86/13419	0.000575262569745861	0.0268399960855929	0.0245557760890921	SERPINF1/DCN/ISM1/SLC12A2/CREB3L1/SPARC/SEMA4A/ADAMTS9/KLF2/ROCK2/SPINK5/TIE1	12
GO:0061035	regulation of cartilage development	10/621	63/13419	0.00058202946346029	0.0268399960855929	0.0245557760890921	GREM1/RARG/SNAI2/SMAD1/SIX2/LNPK/SOX9/BMP4/CTSK/PTPN11	10
GO:0085029	extracellular matrix assembly	8/621	42/13419	0.000587417842152673	0.0268399960855929	0.0245557760890921	FBLN5/ANTXR1/GPM6B/COL1A2/FKBP10/SOX9/LOX/TIE1	8
GO:0060602	branch elongation of an epithelium	5/621	16/13419	0.000595789161165859	0.0269359415495512	0.0246435561067274	FGF10/ESR1/FGFR2/SOX9/BMP4	5
GO:0010631	epithelial cell migration	25/621	267/13419	0.000652621439798633	0.0291980112909909	0.0267131122233366	SERPINF1/DCN/FAT2/SMOC2/GREM1/TACSTD2/FGF10/RAB13/SPARC/RAB25/SEMA4A/TBXA2R/ADAMTS9/RIN2/FGFBP1/SOX9/ROCK2/DPP4/BMP4/ITGB1/GPX1/FERMT1/KDR/PTPN11/MMRN2	25
GO:0072009	nephron epithelium development	13/621	100/13419	0.000688135721144097	0.0304695146630299	0.0278764042000099	BASP1/GREM1/NPHS2/TACSTD2/WNT7B/FMN1/SIX2/PAX8/IRX1/SOX9/BMP4/GREB1L/PODXL	13
GO:0045765	regulation of angiogenesis	23/621	239/13419	0.000727297489067574	0.0318749256688289	0.0291622075906472	SERPINF1/DCN/GPNMB/ISM1/SMOC2/GREM1/SLC12A2/CREB3L1/SPARC/SEMA4A/SMAD1/TBXA2R/SPHK1/ADAMTS9/KLF2/NINJ1/ROCK2/PPP1R16B/TERT/SPINK5/ITGB1/KDR/TIE1	23
GO:0030335	positive regulation of cell migration	37/621	460/13419	0.00075894754278543	0.0327609896357503	0.0299728630133584	MMP2/LAMC2/GPNMB/TWIST2/SMOC2/SHTN1/LRRC15/FGF10/DOCK4/SNAI2/CD74/SPARC/FN1/RAB25/AIF1/WNK1/SEMA4A/SPHK1/S100A14/RIN2/IGF1/THY1/FGFBP1/SEMA3D/SOX9/ROCK2/TERT/BMP4/ITGB1/S100A11/BMP7/DDRGK1/PODXL/COL1A1/FERMT1/KDR/RACK1	37
GO:0060442	branching involved in prostate gland morphogenesis	4/621	10/13419	0.000762770422252625	0.0327609896357503	0.0299728630133584	ESR1/FGFR2/BMP4/BMP7	4
GO:0045667	regulation of osteoblast differentiation	14/621	114/13419	0.000775341865400344	0.0329712209098463	0.0301652025381916	TWIST2/GREM1/TP63/RIOX1/WNT7B/SNAI2/SMAD1/IGF1/FGFR2/SOX9/BMP4/BMP7/GDPD2/TCIRG1	14
GO:0090382	phagosome maturation	6/621	25/13419	0.000798146017303631	0.033608207297246	0.0307479781485496	RAB7B/ARL8B/SRPX/RAB38/RAB34/TCIRG1	6
GO:2000147	positive regulation of cell motility	38/621	478/13419	0.000806086578180619	0.0336130277018035	0.0307523883121947	MMP2/LAMC2/GPNMB/TWIST2/SMOC2/SHTN1/LRRC15/FGF10/DOCK4/SNAI2/CD74/SPARC/FN1/RAB25/AIF1/WNK1/PHPT1/SEMA4A/SPHK1/S100A14/RIN2/IGF1/THY1/FGFBP1/SEMA3D/SOX9/ROCK2/TERT/BMP4/ITGB1/S100A11/BMP7/DDRGK1/PODXL/COL1A1/FERMT1/KDR/RACK1	38
GO:1901342	regulation of vasculature development	23/621	243/13419	0.000913043765578752	0.0377069516650071	0.0344978985516749	SERPINF1/DCN/GPNMB/ISM1/SMOC2/GREM1/SLC12A2/CREB3L1/SPARC/SEMA4A/SMAD1/TBXA2R/SPHK1/ADAMTS9/KLF2/NINJ1/ROCK2/PPP1R16B/TERT/SPINK5/ITGB1/KDR/TIE1	23
GO:0060541	respiratory system development	19/621	185/13419	0.000949378582769619	0.0384725334499495	0.0351983254380642	TGFB3/BASP1/FGF10/ALDH1A3/RARG/WNT7B/SMCHD1/SIM2/GRHL2/KLF2/FGFR2/SOX9/LOX/SLC7A11/SREBF1/BMP4/WNT2/KDR/PPP1CA	19
GO:0048146	positive regulation of fibroblast proliferation	8/621	45/13419	0.000949496751034842	0.0384725334499495	0.0351983254380642	FGF10/ESR1/CD74/FN1/SPHK1/IGF1/WNT2/MIF	8
GO:0072028	nephron morphogenesis	10/621	68/13419	0.00107626789278747	0.0430311571142082	0.0393689870736693	GREM1/TACSTD2/FMN1/SIX2/PAX8/IRX1/SOX9/BMP4/BMP7/GREB1L	10
GO:0060231	mesenchymal to epithelial transition	5/621	18/13419	0.00108204073767974	0.0430311571142082	0.0393689870736693	BASP1/GREM1/SIX2/PAX8/BMP4	5
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	20/621	202/13419	0.00111412085433413	0.0439004501776613	0.0401642988819826	DSG3/LGALS7B/NECTIN4/IL1RN/FAT2/CDH1/PTPRF/TENM2/GPC4/DSC3/WNK1/PCDH17/PCDH12/MPZL2/BSG/DSC2/DSG1/ITGB1/NECTIN1/LRFN4	20
GO:0048592	eye morphogenesis	15/621	132/13419	0.00115146215250448	0.0446892637241443	0.0408859803890033	MFAP2/ALDH1A3/RARG/TFAP2A/MFAP5/THY1/SOX9/BMP4/NAGLU/NECTIN1/BMP7/SOX1/WNT2/FOXF2/KDR	15
GO:0003337	mesenchymal to epithelial transition involved in metanephros morphogenesis	4/621	11/13419	0.0011549495397858	0.0446892637241443	0.0408859803890033	GREM1/SIX2/PAX8/BMP4	4
GO:0051272	positive regulation of cellular component movement	38/621	488/13419	0.00118070171599788	0.0452778024125972	0.0414244314456774	MMP2/LAMC2/GPNMB/TWIST2/SMOC2/SHTN1/LRRC15/FGF10/DOCK4/SNAI2/CD74/SPARC/FN1/RAB25/AIF1/WNK1/PHPT1/SEMA4A/SPHK1/S100A14/RIN2/IGF1/THY1/FGFBP1/SEMA3D/SOX9/ROCK2/TERT/BMP4/ITGB1/S100A11/BMP7/DDRGK1/PODXL/COL1A1/FERMT1/KDR/RACK1	38
GO:0042273	ribosomal large subunit biogenesis	10/621	69/13419	0.00120765530320941	0.0459015887370304	0.041995130385475	ZNHIT6/RPL23A/NSA2/RPL7A/RPL38/NHP2/RPL11/RPL35/RPL10/RPL5	10
GO:0032330	regulation of chondrocyte differentiation	8/621	47/13419	0.00127706823989036	0.0476877582361973	0.0436292877876906	GREM1/RARG/SNAI2/SIX2/LNPK/SOX9/BMP4/PTPN11	8
GO:0071300	cellular response to retinoic acid	9/621	58/13419	0.00128250826616943	0.0476877582361973	0.0436292877876906	SERPINF1/RARG/WNT7B/PCK1/FGFR2/PHB2/SOX9/WNT2/COL1A1	9
GO:0030879	mammary gland development	14/621	120/13419	0.00128795808041883	0.0476877582361973	0.0436292877876906	TGFB3/IRF6/FGF10/ESR1/WNT7B/DEAF1/FGFR2/PHB2/NOTCH4/SOX9/BMP4/MGMT/GPX1/WNT2	14
GO:0040017	positive regulation of locomotion	38/621	491/13419	0.00131948487170936	0.0484375002050574	0.0443152229068021	MMP2/LAMC2/GPNMB/TWIST2/SMOC2/SHTN1/LRRC15/FGF10/DOCK4/SNAI2/CD74/SPARC/FN1/RAB25/AIF1/WNK1/PHPT1/SEMA4A/SPHK1/S100A14/RIN2/IGF1/THY1/FGFBP1/SEMA3D/SOX9/ROCK2/TERT/BMP4/ITGB1/S100A11/BMP7/DDRGK1/PODXL/COL1A1/FERMT1/KDR/RACK1	38
GO:0001667	ameboidal-type cell migration	31/621	376/13419	0.00134271611490649	0.048872590792571	0.0447132850753428	SERPINF1/DCN/FAT2/SMOC2/GREM1/TACSTD2/FGF10/RAB13/OVOL2/SPARC/FN1/RAB25/SEMA4A/TBXA2R/ADAMTS9/RIN2/FGFBP1/TIMP1/SEMA3D/SOX9/ROCK2/DPP4/BMP4/PRR5L/ITGB1/BMP7/GPX1/FERMT1/KDR/PTPN11/MMRN2	31
GO:0035148	tube formation	16/621	148/13419	0.00136573158738231	0.0492925812420758	0.0450975322043181	GREM1/GRHL3/FGF10/RARG/OVOL2/DEAF1/GRHL2/PAX8/FGFR2/FZD2/IRX1/SOX9/BMP4/BMP7/PODXL/MMRN2	16
